2016-11-04 19:01:13 [clip_udr_data] [INFO ]  [1/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/alytes_cisternasii.tif
2016-11-04 19:10:41 [clip_udr_data] [DEBUG]  [117/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/anthus_petrosus.tif to destination data/processed/features/udr/european_tetrapods/birds/anthus_petrosus.tif.
2016-11-04 19:10:41 [clip_udr_data] [DEBUG]  [117/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:10:41 [clip_udr_data] [INFO ]  [118/763] Clipping dataset data/external/udr/european_tetrapods/birds/anthus_pratensis.tif
2016-11-04 19:10:41 [clip_udr_data] [DEBUG]  [118/763] Target dataset data/processed/features/udr/european_tetrapods/birds/anthus_pratensis.tif
2016-11-04 19:10:46 [clip_udr_data] [DEBUG]  [118/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:10:46 [clip_udr_data] [DEBUG]  [118/763] Processing input file data/external/udr/european_tetrapods/birds/anthus_pratensis.tif.
2016-11-04 19:10:46 [clip_udr_data] [DEBUG]  [118/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/anthus_pratensis.tif.
2016-11-04 19:10:46 [clip_udr_data] [DEBUG]  [118/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/anthus_pratensis.tif to destination data/processed/features/udr/european_tetrapods/birds/anthus_pratensis.tif.
2016-11-04 19:10:46 [clip_udr_data] [DEBUG]  [118/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:10:46 [clip_udr_data] [INFO ]  [119/763] Clipping dataset data/external/udr/european_tetrapods/birds/anthus_spinoletta.tif
2016-11-04 19:10:46 [clip_udr_data] [DEBUG]  [119/763] Target dataset data/processed/features/udr/european_tetrapods/birds/anthus_spinoletta.tif
2016-11-04 19:10:52 [clip_udr_data] [DEBUG]  [119/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:10:52 [clip_udr_data] [DEBUG]  [119/763] Processing input file data/external/udr/european_tetrapods/birds/anthus_spinoletta.tif.
2016-11-04 19:10:52 [clip_udr_data] [DEBUG]  [119/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/anthus_spinoletta.tif.
2016-11-04 19:10:52 [clip_udr_data] [DEBUG]  [119/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/anthus_spinoletta.tif to destination data/processed/features/udr/european_tetrapods/birds/anthus_spinoletta.tif.
2016-11-04 19:10:52 [clip_udr_data] [DEBUG]  [119/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:10:52 [clip_udr_data] [INFO ]  [120/763] Clipping dataset data/external/udr/european_tetrapods/birds/anthus_trivialis.tif
2016-11-04 19:10:52 [clip_udr_data] [DEBUG]  [120/763] Target dataset data/processed/features/udr/european_tetrapods/birds/anthus_trivialis.tif
2016-11-04 19:10:59 [clip_udr_data] [DEBUG]  [120/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:10:59 [clip_udr_data] [DEBUG]  [120/763] Processing input file data/external/udr/european_tetrapods/birds/anthus_trivialis.tif.
2016-11-04 19:10:59 [clip_udr_data] [DEBUG]  [120/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/anthus_trivialis.tif.
2016-11-04 19:10:59 [clip_udr_data] [DEBUG]  [120/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/anthus_trivialis.tif to destination data/processed/features/udr/european_tetrapods/birds/anthus_trivialis.tif.
2016-11-04 19:10:59 [clip_udr_data] [DEBUG]  [120/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:10:59 [clip_udr_data] [INFO ]  [121/763] Clipping dataset data/external/udr/european_tetrapods/birds/apus_apus.tif
2016-11-04 19:10:59 [clip_udr_data] [DEBUG]  [121/763] Target dataset data/processed/features/udr/european_tetrapods/birds/apus_apus.tif
2016-11-04 19:11:06 [clip_udr_data] [DEBUG]  [121/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:11:06 [clip_udr_data] [DEBUG]  [121/763] Processing input file data/external/udr/european_tetrapods/birds/apus_apus.tif.
2016-11-04 19:11:06 [clip_udr_data] [DEBUG]  [121/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/apus_apus.tif.
2016-11-04 19:11:06 [clip_udr_data] [DEBUG]  [121/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/apus_apus.tif to destination data/processed/features/udr/european_tetrapods/birds/apus_apus.tif.
2016-11-04 19:11:06 [clip_udr_data] [DEBUG]  [121/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:11:06 [clip_udr_data] [INFO ]  [122/763] Clipping dataset data/external/udr/european_tetrapods/birds/apus_caffer.tif
2016-11-04 19:11:06 [clip_udr_data] [DEBUG]  [122/763] Target dataset data/processed/features/udr/european_tetrapods/birds/apus_caffer.tif
2016-11-04 19:11:12 [clip_udr_data] [DEBUG]  [122/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:11:12 [clip_udr_data] [DEBUG]  [122/763] Processing input file data/external/udr/european_tetrapods/birds/apus_caffer.tif.
2016-11-04 19:11:12 [clip_udr_data] [DEBUG]  [122/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/apus_caffer.tif.
2016-11-04 19:11:12 [clip_udr_data] [DEBUG]  [122/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/apus_caffer.tif to destination data/processed/features/udr/european_tetrapods/birds/apus_caffer.tif.
2016-11-04 19:11:12 [clip_udr_data] [DEBUG]  [122/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:11:12 [clip_udr_data] [INFO ]  [123/763] Clipping dataset data/external/udr/european_tetrapods/birds/apus_melba.tif
2016-11-04 19:11:12 [clip_udr_data] [DEBUG]  [123/763] Target dataset data/processed/features/udr/european_tetrapods/birds/apus_melba.tif
2016-11-04 19:11:17 [clip_udr_data] [DEBUG]  [123/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:11:17 [clip_udr_data] [DEBUG]  [123/763] Processing input file data/external/udr/european_tetrapods/birds/apus_melba.tif.
2016-11-04 19:11:17 [clip_udr_data] [DEBUG]  [123/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/apus_melba.tif.
2016-11-04 19:11:17 [clip_udr_data] [DEBUG]  [123/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/apus_melba.tif to destination data/processed/features/udr/european_tetrapods/birds/apus_melba.tif.
2016-11-04 19:11:17 [clip_udr_data] [DEBUG]  [123/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:11:17 [clip_udr_data] [INFO ]  [124/763] Clipping dataset data/external/udr/european_tetrapods/birds/apus_pallidus.tif
2016-11-04 19:11:17 [clip_udr_data] [DEBUG]  [124/763] Target dataset data/processed/features/udr/european_tetrapods/birds/apus_pallidus.tif
2016-11-04 19:11:23 [clip_udr_data] [DEBUG]  [124/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:11:23 [clip_udr_data] [DEBUG]  [124/763] Processing input file data/external/udr/european_tetrapods/birds/apus_pallidus.tif.
2016-11-04 19:11:23 [clip_udr_data] [DEBUG]  [124/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/apus_pallidus.tif.
2016-11-04 19:11:23 [clip_udr_data] [DEBUG]  [124/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/apus_pallidus.tif to destination data/processed/features/udr/european_tetrapods/birds/apus_pallidus.tif.
2016-11-04 19:11:23 [clip_udr_data] [DEBUG]  [124/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:11:23 [clip_udr_data] [INFO ]  [125/763] Clipping dataset data/external/udr/european_tetrapods/birds/aquila_adalberti.tif
2016-11-04 19:11:23 [clip_udr_data] [DEBUG]  [125/763] Target dataset data/processed/features/udr/european_tetrapods/birds/aquila_adalberti.tif
2016-11-04 19:11:29 [clip_udr_data] [DEBUG]  [125/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:11:29 [clip_udr_data] [DEBUG]  [125/763] Processing input file data/external/udr/european_tetrapods/birds/aquila_adalberti.tif.
2016-11-04 19:11:29 [clip_udr_data] [DEBUG]  [125/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/aquila_adalberti.tif.
2016-11-04 19:11:29 [clip_udr_data] [DEBUG]  [125/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/aquila_adalberti.tif to destination data/processed/features/udr/european_tetrapods/birds/aquila_adalberti.tif.
2016-11-04 19:11:29 [clip_udr_data] [DEBUG]  [125/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:11:29 [clip_udr_data] [INFO ]  [126/763] Clipping dataset data/external/udr/european_tetrapods/birds/aquila_chrysaetos.tif
2016-11-04 19:11:29 [clip_udr_data] [DEBUG]  [126/763] Target dataset data/processed/features/udr/european_tetrapods/birds/aquila_chrysaetos.tif
2016-11-04 19:11:35 [clip_udr_data] [DEBUG]  [126/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:11:35 [clip_udr_data] [DEBUG]  [126/763] Processing input file data/external/udr/european_tetrapods/birds/aquila_chrysaetos.tif.
2016-11-04 19:11:35 [clip_udr_data] [DEBUG]  [126/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/aquila_chrysaetos.tif.
2016-11-04 19:11:35 [clip_udr_data] [DEBUG]  [126/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/aquila_chrysaetos.tif to destination data/processed/features/udr/european_tetrapods/birds/aquila_chrysaetos.tif.
2016-11-04 19:11:35 [clip_udr_data] [DEBUG]  [126/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:11:35 [clip_udr_data] [INFO ]  [127/763] Clipping dataset data/external/udr/european_tetrapods/birds/aquila_clanga.tif
2016-11-04 19:11:35 [clip_udr_data] [DEBUG]  [127/763] Target dataset data/processed/features/udr/european_tetrapods/birds/aquila_clanga.tif
2016-11-04 19:11:41 [clip_udr_data] [DEBUG]  [127/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:11:41 [clip_udr_data] [DEBUG]  [127/763] Processing input file data/external/udr/european_tetrapods/birds/aquila_clanga.tif.
2016-11-04 19:11:41 [clip_udr_data] [DEBUG]  [127/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/aquila_clanga.tif.
2016-11-04 19:11:41 [clip_udr_data] [DEBUG]  [127/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/aquila_clanga.tif to destination data/processed/features/udr/european_tetrapods/birds/aquila_clanga.tif.
2016-11-04 19:11:41 [clip_udr_data] [DEBUG]  [127/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:11:41 [clip_udr_data] [INFO ]  [128/763] Clipping dataset data/external/udr/european_tetrapods/birds/aquila_heliaca.tif
2016-11-04 19:11:41 [clip_udr_data] [DEBUG]  [128/763] Target dataset data/processed/features/udr/european_tetrapods/birds/aquila_heliaca.tif
2016-11-04 19:11:45 [clip_udr_data] [DEBUG]  [128/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:11:45 [clip_udr_data] [DEBUG]  [128/763] Processing input file data/external/udr/european_tetrapods/birds/aquila_heliaca.tif.
2016-11-04 19:11:45 [clip_udr_data] [DEBUG]  [128/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/aquila_heliaca.tif.
2016-11-04 19:11:45 [clip_udr_data] [DEBUG]  [128/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/aquila_heliaca.tif to destination data/processed/features/udr/european_tetrapods/birds/aquila_heliaca.tif.
2016-11-04 19:11:45 [clip_udr_data] [DEBUG]  [128/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:11:45 [clip_udr_data] [INFO ]  [129/763] Clipping dataset data/external/udr/european_tetrapods/birds/aquila_pomarina.tif
2016-11-04 19:11:45 [clip_udr_data] [DEBUG]  [129/763] Target dataset data/processed/features/udr/european_tetrapods/birds/aquila_pomarina.tif
2016-11-04 19:11:50 [clip_udr_data] [DEBUG]  [129/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:11:50 [clip_udr_data] [DEBUG]  [129/763] Processing input file data/external/udr/european_tetrapods/birds/aquila_pomarina.tif.
2016-11-04 19:11:50 [clip_udr_data] [DEBUG]  [129/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/aquila_pomarina.tif.
2016-11-04 19:11:50 [clip_udr_data] [DEBUG]  [129/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/aquila_pomarina.tif to destination data/processed/features/udr/european_tetrapods/birds/aquila_pomarina.tif.
2016-11-04 19:11:50 [clip_udr_data] [DEBUG]  [129/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:11:50 [clip_udr_data] [INFO ]  [130/763] Clipping dataset data/external/udr/european_tetrapods/birds/ardea_cinerea.tif
2016-11-04 19:11:50 [clip_udr_data] [DEBUG]  [130/763] Target dataset data/processed/features/udr/european_tetrapods/birds/ardea_cinerea.tif
2016-11-04 19:11:55 [clip_udr_data] [DEBUG]  [130/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:11:55 [clip_udr_data] [DEBUG]  [130/763] Processing input file data/external/udr/european_tetrapods/birds/ardea_cinerea.tif.
2016-11-04 19:11:55 [clip_udr_data] [DEBUG]  [130/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/ardea_cinerea.tif.
2016-11-04 19:11:55 [clip_udr_data] [DEBUG]  [130/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/ardea_cinerea.tif to destination data/processed/features/udr/european_tetrapods/birds/ardea_cinerea.tif.
2016-11-04 19:11:55 [clip_udr_data] [DEBUG]  [130/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:11:55 [clip_udr_data] [INFO ]  [131/763] Clipping dataset data/external/udr/european_tetrapods/birds/ardea_purpurea.tif
2016-11-04 19:11:55 [clip_udr_data] [DEBUG]  [131/763] Target dataset data/processed/features/udr/european_tetrapods/birds/ardea_purpurea.tif
2016-11-04 19:12:00 [clip_udr_data] [DEBUG]  [131/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:12:00 [clip_udr_data] [DEBUG]  [131/763] Processing input file data/external/udr/european_tetrapods/birds/ardea_purpurea.tif.
2016-11-04 19:12:00 [clip_udr_data] [DEBUG]  [131/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/ardea_purpurea.tif.
2016-11-04 19:12:00 [clip_udr_data] [DEBUG]  [131/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/ardea_purpurea.tif to destination data/processed/features/udr/european_tetrapods/birds/ardea_purpurea.tif.
2016-11-04 19:12:00 [clip_udr_data] [DEBUG]  [131/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:12:00 [clip_udr_data] [INFO ]  [132/763] Clipping dataset data/external/udr/european_tetrapods/birds/ardeola_ralloides.tif
2016-11-04 19:12:00 [clip_udr_data] [DEBUG]  [132/763] Target dataset data/processed/features/udr/european_tetrapods/birds/ardeola_ralloides.tif
2016-11-04 19:12:05 [clip_udr_data] [DEBUG]  [132/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:12:05 [clip_udr_data] [DEBUG]  [132/763] Processing input file data/external/udr/european_tetrapods/birds/ardeola_ralloides.tif.
2016-11-04 19:12:05 [clip_udr_data] [DEBUG]  [132/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/ardeola_ralloides.tif.
2016-11-04 19:12:05 [clip_udr_data] [DEBUG]  [132/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/ardeola_ralloides.tif to destination data/processed/features/udr/european_tetrapods/birds/ardeola_ralloides.tif.
2016-11-04 19:12:05 [clip_udr_data] [DEBUG]  [132/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:12:05 [clip_udr_data] [INFO ]  [133/763] Clipping dataset data/external/udr/european_tetrapods/birds/arenaria_interpres.tif
2016-11-04 19:12:05 [clip_udr_data] [DEBUG]  [133/763] Target dataset data/processed/features/udr/european_tetrapods/birds/arenaria_interpres.tif
2016-11-04 19:12:09 [clip_udr_data] [DEBUG]  [133/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:12:09 [clip_udr_data] [DEBUG]  [133/763] Processing input file data/external/udr/european_tetrapods/birds/arenaria_interpres.tif.
2016-11-04 19:12:09 [clip_udr_data] [DEBUG]  [133/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/arenaria_interpres.tif.
2016-11-04 19:12:09 [clip_udr_data] [DEBUG]  [133/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/arenaria_interpres.tif to destination data/processed/features/udr/european_tetrapods/birds/arenaria_interpres.tif.
2016-11-04 19:12:09 [clip_udr_data] [DEBUG]  [133/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:12:09 [clip_udr_data] [INFO ]  [134/763] Clipping dataset data/external/udr/european_tetrapods/birds/asio_flammeus.tif
2016-11-04 19:12:09 [clip_udr_data] [DEBUG]  [134/763] Target dataset data/processed/features/udr/european_tetrapods/birds/asio_flammeus.tif
2016-11-04 19:12:13 [clip_udr_data] [DEBUG]  [134/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:12:13 [clip_udr_data] [DEBUG]  [134/763] Processing input file data/external/udr/european_tetrapods/birds/asio_flammeus.tif.
